Laufende Nummer;Regionalschlьssel;Gde. Schl. Nr.;Vgem-Schl. Nr.;Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
1006;9375183;183;;Pfatter;48,1581;168,58;13,03;20,41;174,29;169,7;3127,74;757,11;339,21;215,44;370,61;2511;3007;3204;1616;27,59856631;6,551380113;52,13870432;66,5282392;164;299;131;239;212;891;710;558;30;30;22;31;-1;214;282;187;226;56;87;82;62;1;85;7;0;0;0;0;0;0;0;0;378;221;157;39;Х;186;67;Х;58;243;64,28571429;1277;1143;89,50665623;-900;3;10;16;19;15;5;68;65;956;282;Х;0;22;19;1;Х;Х;3104;100;3017;97,2;3017;97,2;Х;105,9;5;33;2;2;7;6;1;0;9;0;-1;10;1019;1310;39;285;986;7643;Х;Х;Х;15;13;2;19;0;0;0;0;Х;6;14;1406;49264,52;35038,77667;7248,667;5155,524182;1492;487,7410919;43512;29163,53887;2689,867;68,087;283,72;586,952;1746,833;320,0028199;319,9981954;379,9990164;846,4024544;346,8993077;862,4443046;203,0539846;201,9472849
1007;9375184;184;334;Pielenhofen;14,5154;61;0,97;12,49;61,94;61,94;462,63;806,09;30,99;15,43;136,52;1060;1404;1534;781;44,71698113;9,259259259;73,00275482;105,6473829;93;172;68;113;64;474;342;208;16;12;9;13;-1;170;172;148;133;39;77;75;53;0;0;0;1;107;9;0;0;0;0;0;128;58;70;14;Х;24;Х;Х;50;87;67,96875;642;601;93,61370717;-514;0;4;4;2;1;1;12;12;60;Х;Х;Х;21;19;0;0;0;1430;99,3;1416;98,3;1416;98,3;Х;111,1;0;0;5;5;3;3;0;0;3;0;2;1;443;652;27;190;435;3562;Х;Х;Х;8;7;1;8;0;0;0;0;Х;Х;3;675;24963,013;36982,24148;3936,964;5832,539259;755;533,9462518;21791;28862,25166;962,48;12,758;120,958;30,198;796,983;350,0137174;350,0043404;350,0030958;636,982131;136,7571145;646,7849107;256,9883959;290,0401606
1008;9375190;190;;Regenstauf, M;103,7724;637,87;13,07;35,46;499,62;480,38;4005,99;4875,57;200,16;109,5;1182,35;12849;15026;15831;7851;23,20803175;5,35738054;123,8219138;152,5585429;873;1238;521;1183;918;4310;3678;3110;134;149;158;172;-23;1108;997;839;915;82;542;548;397;5;926;67;1;769;52;0;0;0;0;0;4572;2158;2414;276;88;1090;1774;448;1172;3018;66,01049869;6555;5002;76,30816171;-1984;1;22;27;34;12;8;104;103;3035;1247;682;284;164;154;6;464;17848;15464;99,9;15232;98,4;15232;98,4;996;136,4;19;124;38;58;45;37;5;3;67;4;24;39;4461;7416;591;2532;4293;36934;329;12069;27503;72;63;9;91;2;260;228;160;32;85;145;7328;241292,625;32927,48704;37815,813;5160,454831;7999;528,8944724;213373;26674,95937;14722,057;84,344;1837,646;4406,067;8371,075;274,9959245;274,9999626;305,0000512;936,219841;613,6106836;1066,334563;113,0760611;132,2302815
1009;9375191;191;338;Riekofen;23,9273;61,96;2,28;4,96;71,62;62,87;1904,89;298,54;9,36;39,12;141,2;755;773;784;414;3,841059603;1,423027167;31,5503552;32,76222315;27;55;25;77;35;215;198;152;0;1;7;8;-7;44;65;35;37;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;94;13;25;Х;11;Х;Х;Х;87;81,30841121;317;297;93,69085174;-210;0;0;9;8;11;3;31;31;Х;0;Х;0;7;3;0;0;0;769;99,7;757;98,2;757;98,2;Х;103,3;1;Х;2;3;2;1;1;0;3;0;2;1;285;337;2;58;277;2192;0;0;0;3;3;0;5;0;0;0;0;0;Х;4;368;12543,385;34085,28533;1910,809;5192,415761;373;471,5549937;10188;27313,67292;577,09;40,206;45,683;49,458;440,398;250,0062181;250,0027363;299,9952872;753,381201;268,305483;824,7023499;238,0289093;178,7208388
1010;9375196;196;;Schierling, M;77,4246;432,96;57,19;24,53;424,47;393,11;4650,57;2011,2;33,33;108,21;921,46;6322;7322;7709;3873;21,93925973;5,285441136;81,65848618;99,57375355;360;658;257;673;463;2102;1707;1489;59;68;87;92;-24;444;573;341;330;243;246;258;162;2;315;21;0;0;0;0;0;0;0;0;2512;1598;914;220;12;1439;653;111;297;1607;63,97292994;3106;2201;70,8628461;-594;0;19;32;38;28;5;122;122;2998;990;7143;Х;75;47;6;1108;41729;7422;100;7381;99,4;7381;99,4;493;123,3;11;36;47;73;45;36;2;7;105;33;33;39;2380;3334;146;821;2367;18851;0;0;0;39;30;9;53;2;167;156;126;23;50;79;3514;115318,732;32816,94138;17291,157;4920,64798;3709;513,3564014;97759;26357,23915;6671,995;101,972;661,314;2079,894;3816,87;249,9987742;279,9994919;300,000118;884,0592288;560,8562343;1005,362926;245,928504;195,8312417
1011;9375199;199;;Sinzing;44,1196;276,85;5,65;108,63;237,76;213,04;1463,83;2156,54;95,76;66,94;630,45;5715;6761;6922;3475;21,11986002;2,381304541;129,5330916;156,8902992;389;634;260;519;325;1851;1653;1291;61;54;45;50;4;343;579;360;412;167;331;316;155;1;253;16;0;0;0;0;0;0;0;0;788;429;359;97;9;268;146;199;166;548;69,54314721;2670;2429;90,97378277;-1881;1;9;8;11;11;1;41;40;698;275;870;Х;47;50;2;Х;Х;6765;100;6487;95,9;6487;95,9;503;109,3;7;67;26;71;39;34;3;2;69;0;32;37;2134;3238;217;924;2097;17327;81;5813;9904;18;14;4;20;0;0;0;0;8;25;33;3257;139728,238;42900,90206;25832,148;7931,270494;3521;513,8645651;113006;32094,85941;6531,377;39,145;596,337;1316,951;4563,034;280,0071531;279,9993427;320,0000383;948,7764381;411,1016851;1022,583963;132,8209685;123,8335061
1012;9375201;201;338;Sьnching;19,4175;125,47;13,13;5,93;88,37;77,72;1227,72;440,89;12,46;27,78;231,87;1677;1936;2024;991;20,69171139;4,545454545;86,35427394;104,2224511;116;190;55;155;97;538;426;447;17;16;26;36;-20;111;143;134;96;47;160;137;84;2;195;13;0;0;0;0;0;0;0;0;429;214;215;8;Х;185;51;Х;164;302;70,3962704;769;643;83,61508453;-341;0;2;5;10;6;0;23;23;113;Х;Х;0;10;8;2;Х;Х;1996;99,8;1983;99,2;1983;99,2;93;109,8;4;44;16;27;15;14;1;0;16;0;2;14;688;883;27;186;670;5117;Х;Х;Х;4;3;1;3;1;62;61;57;12;18;46;938;29677,815;31639,46162;4222,683;4501,794243;1014;534,2465753;26242;25879,68442;1617,077;28,162;208,967;363,758;1016,19;300,010653;299,9985644;329,9991949;807,7307692;406,6503497;870,7262737;245,5633317;0
1013;9375204;204;;Tegernheim;11,4294;143,19;0,21;20,15;55,53;55,53;371,12;466,3;69,5;16,94;220,21;3633;4857;5370;2631;47,81172585;10,56207536;317,847769;469,816273;326;467;185;385;290;1576;1162;979;48;55;50;51;4;390;467;325;375;92;230;202;151;1;218;16;0;0;0;0;0;0;0;0;444;161;283;65;0;92;121;81;150;341;76,8018018;2194;2091;95,3053783;-1750;0;0;2;2;1;0;5;5;Х;Х;0;0;54;43;0;0;0;5121;100;5089;99,4;5089;99,4;Х;112,3;1;Х;14;22;14;13;0;1;20;0;8;12;1389;2575;147;1062;1366;12392;305;31785;57657;12;11;1;14;1;89;85;84;6;16;32;2520;96605,08;38335,34921;17044,94;6763,865079;2762;560,2434077;86282;31238,95728;4785,181;7,809;614,864;706,394;3451,214;310,0039698;310,0003529;380,0007985;900,146915;304,8907073;925,8525207;114,43762;126,9131589
1014;9375205;205;;Thalmassing;37,1024;154,97;0,92;10,91;161,31;152,22;2408,2;932,02;11,09;30,82;328,47;2238;3255;3360;1667;50,13404826;3,225806452;60,32345014;90,56603774;209;256;121;247;192;1001;856;478;39;35;22;24;11;246;261;225;243;18;116;118;80;1;103;5;0;0;0;0;0;0;0;0;146;70;76;25;10;30;Х;Х;51;86;58,90410959;1522;1463;96,12352168;-1377;2;6;20;23;10;4;65;63;859;353;370;Х;27;26;0;0;0;3264;100;3188;97,7;3188;97,7;Х;100,7;3;16;13;15;16;13;3;0;19;0;0;19;1018;1440;38;393;1009;8039;0;0;0;13;11;2;15;0;0;0;0;Х;5;14;1589;57818,411;36386,6652;9128,33;5744,70107;1736;528,1411622;51219;29504,03226;2743,451;80,401;258,493;345,601;2053,931;320,0039801;320,0002476;320,0009857;822,8707259;279,390222;862,7810438;121,0288491;148,8177724
1015;9375208;208;;Wenzenbach;29,8468;290,1;12,47;15,43;157,12;152,93;1309,42;1125,73;22,86;51,55;472,26;5535;8191;8441;4255;52,50225836;3,052130387;185,4271357;282,7805695;476;713;291;725;400;2385;2042;1409;74;73;67;84;-11;458;519;394;477;42;401;373;230;3;401;29;0;0;0;0;0;0;0;0;750;351;399;89;9;190;258;91;202;540;72;3540;3330;94,06779661;-2790;1;10;9;5;7;3;35;34;499;164;1175;Х;56;66;1;Х;Х;8245;99,5;8117;98;8117;98;616;113;5;38;27;34;17;16;1;0;18;0;4;14;2541;3681;176;1043;2462;19673;0;0;0;30;27;3;35;1;73;57;36;7;24;58;3920;152092,439;38799,09158;25257,452;6443,227551;4404;535,1154313;134924;30636,69391;7758,047;35,143;936,129;1381,783;5388,352;380,0064879;350,0005608;380,0002686;925,1188886;326,9322681;931,8047937;141,1174283;168,6150553
1016;9375209;209;;Wiesent;26,7378;128,35;1,11;14,19;117,61;117,61;778,03;1572,33;36,02;26,14;261,63;1997;2500;2520;1279;26,18928393;0,8;74,68212416;94,2408377;147;182;89;196;138;716;618;434;29;24;17;19;5;183;155;143;172;-17;81;75;61;0;0;0;0;0;0;0;0;0;0;0;140;71;69;12;Х;37;23;Х;53;74;52,85714286;1135;1069;94,18502203;-995;2;9;17;6;3;1;38;36;626;275;2065;0;16;11;0;0;0;2494;100;2376;95,3;2376;95,3;166;162,6;3;12;10;12;12;10;2;0;16;1;4;11;790;1135;51;375;709;6022;51;1835;3744;7;5;2;6;0;0;0;0;0;5;8;1227;46403,904;37818,99267;7883,178;6424,757946;1338;525,9433962;39847;29781,01644;1954,848;22,031;224,474;197,113;1508,856;285,0064683;299,9986635;314,9999404;772,3619123;249,05887;818,7103912;194,1096774;191,699842
1017;9375210;210;336;Wцrth a.d.Donau, St;52,2446;260,05;6,3;18,87;293,47;291,63;2038,04;2322,81;186,63;98,29;579,75;3591;4429;4756;2426;32,44221665;7,383156469;68,74042879;91,04134763;244;376;148;394;338;1348;1070;838;39;51;39;48;3;406;441;381;422;19;129;123;92;2;500;39;0;0;0;0;0;0;0;0;1964;1020;944;178;16;715;498;281;454;1421;72,35234216;2019;1477;73,15502724;-56;0;14;29;11;10;5;69;69;1231;433;517;Х;39;35;3;256;10101;4622;99,7;4303;92,8;4303;92,8;184;112,6;15;140;16;26;18;14;2;2;24;2;6;16;1312;2088;137;699;1252;10920;136;12758;20351;29;25;4;38;1;98;96;54;39;54;69;2168;77129,857;35576,50231;12160,164;5608,931734;2322;524,7457627;64751;27885,87425;5113,065;68,544;627,277;1875,724;2534,215;379,9977825;379,9997577;379,9998716;1076,434737;639,6553684;1069,550947;112,0475786;51,85379252
1018;9375211;211;334;Wolfsegg;15,3435;56,26;2,31;2,3;60,25;60,25;435,67;962,97;0,31;14,28;121,42;1084;1467;1516;775;39,85239852;3,340149966;70,66492829;98,82659713;90;128;53;139;67;435;349;255;18;17;7;9;8;99;77;66;87;-10;79;83;45;1;60;3;0;0;0;0;0;0;0;0;111;71;40;14;0;31;50;3;27;70;63,06306306;648;607;93,67283951;-537;1;0;4;3;2;0;10;9;283;72;Х;0;12;17;0;0;0;1465;100;1437;98,1;1437;98,1;Х;108,5;1;Х;2;3;2;2;0;0;3;0;0;3;482;676;21;172;483;3754;Х;Х;Х;1;1;0;1;0;0;0;0;0;8;4;633;21910,052;34613,03633;3161,204;4994,00316;720;484,5222073;20329;28234,72222;1064,258;15,074;130,321;190,751;726,112;349,988391;349,9959715;350,0007109;706,2096881;280,4180491;725,4817518;261,4572592;307,3649539
1019;9375213;213;;Zeitlarn;16,1125;172,38;15,65;7,2;107,57;101,58;678,63;557,27;49,74;22,81;292,85;4502;5803;5881;2944;30,63083074;1,344132345;279,4537554;365,0527623;292;454;200;450;311;1568;1440;1166;61;41;49;49;-8;420;428;388;373;55;218;199;133;1;162;10;0;0;0;0;0;0;0;0;409;174;235;32;Х;49;105;Х;158;290;70,90464548;2435;2316;95,11293634;-2026;0;3;5;3;5;1;17;17;88;Х;0;0;42;47;0;0;0;5778;100;5774;99,9;5774;99,9;Х;115,7;2;Х;11;16;11;9;1;1;15;2;4;9;1692;2759;140;995;1624;14108;Х;Х;Х;26;22;4;29;1;59;55;62;12;29;44;2912;121374,418;41680,77541;22110,996;7593,061813;3166;536,4283294;93949;29674,3525;4919,365;17,603;548,648;538,05;3802,304;279,9904565;279,9995917;280,0002272;840,0554986;302,2190915;917,1089481;146,1341168;128,3531025
1020;9375444;444;;Gemeindefreie Gebiete;31,9671;8,49;2,2;31,94;86,54;86,54;83,18;2975,35;7,92;1,09;128,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Х;Х;Х;Х;Х;Х;Х;Х;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1021;9376112;112;341;Altendorf;23,1565;61,97;5,71;2,72;88,71;88,71;1186,51;905,97;25,25;38,81;156,48;992;955;891;467;-10,18145161;-6,701570681;42,83246978;38,47150259;42;84;39;79;56;229;213;149;5;6;10;6;0;18;20;23;19;1;50;29;18;1;33;2;0;0;0;0;0;0;0;0;188;92;96;24;Х;6;Х;Х;Х;170;90,42553191;406;388;95,56650246;-218;1;4;9;16;5;1;36;35;1547;531;1582;Х;0;0;0;0;0;913;100;803;88;773;84,7;Х;135;4;8;1;1;0;0;0;0;0;0;0;0;267;376;6;92;278;2167;Х;Х;Х;3;2;1;3;0;0;0;0;0;6;9;465;12802,238;27531,69462;1741,022;3744,133333;506;532,0715037;11649;23021,73913;498,242;21,921;44,75;47,877;382,302;350,0079834;329,9904137;299,9957026;556,6949721;180,172067;582,8201117;328,4711111;355,352809
1022;9376116;116;;Bodenwцhr;54,235;225,61;6,55;17,7;237,47;193,08;1499,88;3139,09;201,24;95,96;486,99;3524;4194;4233;2126;20,11918275;0,929899857;64,97050148;78,0420354;209;342;129;332;255;1179;1025;762;35;37;34;34;3;485;392;435;357;35;176;161;87;1;130;8;0;0;0;0;0;0;0;0;1163;792;371;122;Х;707;168;Х;159;865;74,37661221;1893;1596;84,31061807;-731;1;9;14;12;9;2;47;46;1425;343;321;Х;33;26;6;552;20890;4124;100;4035;97,8;4035;97,8;2051;132,9;4;35;18;30;11;11;0;0;12;1;1;10;1212;1917;95;671;1151;9959;108;10027;26183;21;17;4;24;0;0;0;0;Х;18;21;2161;59096,341;27346,75659;8071,155;3734,916705;2272;552,6635855;52286;23013,20423;4681,819;33,34;328,986;2311,981;2004,924;300,0089985;300;349,9999372;1099,276591;810,4571496;1169,369101;164,2095606;102,3979008
1023;9376117;117;;Bruck i.d.OPf., M;44,3935;239,52;9,48;7,69;168,23;163,17;1446,07;2356,43;127,68;84,25;417,88;4037;4257;4439;2253;9,957889522;4,275311252;90,94390629;100;193;365;137;373;296;1207;1039;829;25;42;62;74;-32;311;431;247;347;84;130;124;85;2;294;21;0;0;0;0;0;0;0;0;1296;856;440;157;Х;804;207;Х;188;831;64,12037037;1861;1397;75,06716819;-566;1;19;9;12;10;0;51;50;1510;558;64;Х;37;22;5;691;21943;4320;100;4229;97,9;4229;97,9;339;133,2;4;28;9;11;6;5;1;0;7;1;2;4;1245;1965;88;688;1189;10125;Х;Х;Х;22;19;3;26;1;127;123;81;21;29;51;2063;56092,939;27189,98497;7492,47;3631,832283;2168;503,0162413;50659;23366,69742;3967,979;26,992;326,896;1752,982;1853,492;284,9963045;285,0008718;334,9999406;903,4560565;683,753643;991,2454463;209,5434733;246,4897401
1024;9376119;119;;Burglengenfeld, St;93,2674;499,95;109,7;26,36;371,01;367,97;2891,37;5211,16;98,36;118,83;908,52;10498;12126;12862;6301;22,51857497;6,069602507;112,554948;137,9007183;696;1111;365;1018;846;3478;2805;2543;111;113;142;142;-29;907;1036;720;741;295;387;402;293;2;836;57;1;667;46;1;812;61;0;0;3163;1455;1708;248;73;731;772;472;1115;2004;63,35757193;5091;3932;77,2343351;-1928;1;4;18;18;19;4;64;63;1787;529;2451;109;112;76;2;Х;Х;12375;100;11974;96,8;11974;96,8;785;126,9;3;6;66;171;34;23;5;6;66;6;34;26;3480;5925;412;2247;3266;29249;95;4595;14171;40;35;5;47;2;253;225;146;120;178;219;6098;178240,515;29229,33995;25622,985;4201,867006;6583;532,8207204;160903;24442,19961;11521,6;109,107;1608,862;3461,525;6325,952;470,0051693;470,0000876;390,0000358;909,0736942;441,2273158;869,9335648;212,5929381;283,8878386
1025;9376122;122;345;Dieterskirchen;24,1342;74,95;1,29;3,83;109,95;109,95;912,3;1243,41;25,58;42,11;190,26;995;1008;1011;521;1,608040201;0,297619048;41,23497721;41,89805222;69;87;29;83;58;268;262;155;10;16;5;10;6;40;44;50;55;-11;50;36;28;1;37;2;0;0;0;0;0;0;0;0;81;35;46;3;5;Х;Х;Х;Х;39;48,14814815;433;391;90,30023095;-352;0;4;8;14;6;0;32;32;1680;717;Х;Х;12;9;1;Х;Х;977;96,8;930;92,2;812;80,5;Х;162,6;1;Х;1;1;2;2;0;0;2;0;0;2;313;438;10;114;314;2566;0;0;0;3;3;0;4;0;0;0;0;0;3;6;491;13870,689;28249,87576;1628,497;3316,694501;518;510,3448276;11955;23079,15058;661,118;20,465;67,464;134,277;436,967;350,0085514;350,0077821;350;644,9931707;269,662439;661,5278049;336,345098;336,7598425
1026;9376125;125;;Fensterbach;26,838;178,19;30,41;6,36;158,55;143,97;1324,83;844,36;68,16;72,94;351,87;2138;2370;2366;1227;10,66417212;-0,168776371;79,65722802;88,15201192;127;225;80;194;126;629;576;409;16;20;16;21;-1;112;97;159;81;16;62;76;57;1;126;8;0;0;0;0;0;0;0;0;641;446;195;40;Х;474;122;Х;Х;510;79,56318253;1068;937;87,7340824;-427;4;11;9;6;6;2;38;34;1577;413;1326;220;14;7;4;470;12554;2407;99,8;2394;99,3;2394;99,3;282;119,5;5;21;3;3;3;3;0;0;3;0;1;2;723;987;15;260;712;5567;Х;Х;Х;15;11;4;16;0;0;0;0;3;3;13;1245;35614,93;28606,36948;4735,414;3803,545382;1394;584,2414082;32880;23586,80057;2419,748;28,971;213,594;966,856;1206,712;300;320,0005993;314,9996617;1024,882677;757,6044049;1145,814909;137,292744;41,09570396
1027;9376131;131;339;Gleiritsch;10,9439;42,45;1,2;3,32;51,33;51,33;521,22;442,48;8,91;23,48;98,64;693;653;660;340;-4,761904762;1,071975498;63,34552102;60,32906764;36;57;11;45;39;184;185;103;6;8;6;2;6;24;13;35;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Х;Х;Х;0;0;11;Х;Х;Х;Х;Х;295;286;96,94915254;Х;0;3;7;3;2;0;15;15;487;Х;23;0;3;1;0;0;0;668;100;651;97,5;651;97,5;8;110,7;0;0;3;3;0;0;0;0;0;0;0;0;205;282;2;67;213;1724;0;0;0;3;2;1;2;0;0;0;0;0;Х;Х;319;11336,516;35537,66771;1959,145;6141,520376;358;554,1795666;8980;25083,79888;428,843;8,993;39,312;49,855;329,738;379,9324039;380,0096665;329,9964266;654,7221374;185,6763359;666,5160305;330,1785174;299,8033794
1028;9376133;133;341;Guteneck;35,078;77,06;1,04;3,5;147,62;147,62;1946,56;1275,42;21,77;34,83;229,4;914;891;831;435;-9,080962801;-6,734006734;26,05473204;23,68871152;36;87;30;85;48;208;171;166;2;6;10;8;-2;11;6;16;24;-18;29;31;20;1;29;2;0;0;0;0;0;0;0;0;94;68;26;3;5;19;Х;Х;Х;70;74,46808511;321;297;92,52336449;-227;0;12;25;31;5;0;73;73;3183;1220;1830;Х;11;10;0;0;0;867;100;727;83,9;657;75,8;Х;110,6;2;Х;0;0;0;0;0;0;0;0;0;0;235;350;5;98;247;2024;Х;Х;Х;3;3;0;4;0;0;0;0;0;Х;5;394;11371,648;28862,05076;1461,332;3708,964467;389;443,5575827;8955;23020,56555;445,14;43,794;28,5;59,924;311,272;349,9880125;320,0089827;300;528,6698337;221,5926366;558,8218527;355,5694444;391,5299647
1029;9376141;141;;Maxhьtte-Haidhof, St;34,7033;457,34;109,72;25,94;247,5;206,21;1177,79;1309,28;48,51;94,25;754,75;8893;10452;10941;5482;23,02934893;4,678530425;256,2824207;315,3025937;548;852;358;839;606;2911;2722;2105;84;84;95;108;-24;707;685;503;615;70;380;370;259;2;441;29;0;0;0;0;0;0;0;0;3027;1611;1416;197;13;656;434;1599;325;2286;75,52031715;4634;3894;84,03107467;-1608;1;6;5;3;4;5;24;23;1596;418;Х;Х;66;61;6;193;5353;10618;100;10494;98,8;10494;98,8;602;116,6;12;92;40;74;20;17;3;0;25;1;6;18;3323;5137;180;1996;2961;26108;Х;Х;Х;47;36;11;49;1;94;77;68;45;82;103;5340;156490,259;29305,29195;22400,875;4194,920412;5982;566,7993178;146776;24536,27549;9225,755;23,063;827,648;2670,708;5688,848;299,9869927;299,9996375;319,9998555;847,3323843;434,1552168;917,2792983;276,3720322;72,91646778
1030;9376144;144;341;Nabburg, St;62,4021;328,01;16,95;38,18;372,93;355,61;2682,44;2550,92;131,43;119,35;759,38;6062;6168;6110;3045;0,791817882;-0,940337224;97,1474359;97,91666667;266;469;213;487;369;1578;1395;1333;40;51;83;73;-22;326;351;300;267;84;182;157;117;2;345;22;1;750;48;1;822;60;0;0;2835;1559;1276;72;Х;1530;521;Х;486;2111;74,46208113;2414;1690;70,008285;421;4;15;27;30;14;2;92;88;2679;918;2195;259;48;45;9;1415;55529;6096;100;5946;97,5;5736;94,1;729;126,3;7;51;8;15;7;5;2;0;9;0;1;8;1846;2990;166;984;1840;15813;76;5445;9480;43;35;8;45;2;107;91;96;19;33;65;3156;98369,389;31169,00792;13929,878;4413,776299;3365;557,0269823;85586;25434,17533;6989,311;55,277;555,668;2931,531;3437,153;320,0011578;320,0004607;320,000089;1161,015116;821,566113;1282,407807;110,9427865;55,91005291
1031;9376146;146;345;Neukirchen-Balbini, M;47,2924;104,61;16,17;3,07;179,65;177,27;1810,61;2466,55;100,72;47,86;295,72;1218;1147;1130;577;-7,224958949;-1,482127289;25,75597378;23,89511525;67;77;43;81;66;300;282;214;15;9;14;18;-9;36;30;45;26;4;50;35;26;1;34;2;0;0;0;0;0;0;0;0;100;41;59;20;4;21;Х;Х;Х;69;69;451;420;93,12638581;-351;0;16;21;17;12;1;67;67;3538;1300;1925;Х;8;7;0;0;0;1139;99,8;1022;89,6;898;78,7;Х;132,3;1;Х;6;7;0;0;0;0;0;0;0;0;336;464;5;127;332;2639;Х;Х;Х;6;4;2;8;0;0;0;0;Х;Х;Х;531;14197,141;26736,61205;1498,244;2821,551789;505;447,2984942;12199;24156,43564;645,713;40,087;55,579;135,985;412,342;350,013097;349,9937028;350,0020831;566,4149123;246,3982456;579,9991228;371,6780402;393,1207048
1032;9376147;147;;Neunburg vorm Wald, St;110,1705;527,67;24,23;64,6;468,11;468,11;5116,17;4270,14;368,82;177,31;1085,05;7215;7954;8233;4228;14,10949411;3,507669097;65,48969774;74,72996279;443;702;281;718;594;2211;1771;1513;71;74;96;88;-14;536;779;428;633;146;292;340;206;2;633;45;1;639;41;0;0;0;0;0;3937;2393;1544;350;13;2537;726;124;537;2348;59,63931928;3322;1734;52,1974714;614;0;31;44;62;25;4;166;166;7769;2975;4422;111;60;38;7;1968;64004;7977;99,8;7574;94,8;7179;89,8;Х;149,4;12;379;23;43;8;8;0;0;8;0;0;8;2213;3665;201;1286;2178;19415;656;34058;97290;41;33;8;39;2;129;125;119;21;62;68;3792;117822,754;31071,40137;17235,864;4545,322785;3940;488,4095699;95231;24170,30457;11891,621;89,694;803,796;7253,865;3734,151;309,9951614;329,9993842;319,9999459;1440,18663;1470,84716;1654,940172;3,389069129;0
1033;9376148;148;339;Niedermurach;29,9633;94,06;24,66;4,29;143,6;143,6;1708,86;955,06;19,82;45,98;248,22;1366;1267;1254;648;-8,199121523;-1,026045777;45,5941255;41,85580774;69;100;39;117;74;335;276;244;11;13;7;10;3;63;33;46;51;-18;37;34;29;1;40;2;0;0;0;0;0;0;0;0;114;82;32;7;4;68;Х;6;Х;87;76,31578947;485;458;94,43298969;-371;1;13;20;19;10;0;63;62;2754;1041;4922;0;3;5;1;Х;Х;1234;99,6;1149;92,7;1149;92,7;16;139,9;5;52;2;2;0;0;0;0;0;0;0;0;376;528;15;134;379;3085;0;0;0;5;5;0;7;0;0;0;0;8;12;18;593;15951,964;26900,44519;1870,77;3154,755481;588;454,7563805;13383;22760,20408;644,778;27,869;49,104;74,234;492,891;299,9892357;300;299,9967769;509,7059289;167,2837945;542,0252964;405,4615385;420,2427108
1034;9376149;149;;Nittenau, St;98,7272;478,12;44,81;18,05;420,13;414,02;3430,63;5017,47;225,95;237,56;926,65;7275;8363;8732;4435;20,02749141;4,41229224;73,68580978;88,44322901;479;686;296;691;566;2352;2044;1618;70;75;102;115;-40;543;569;435;473;96;317;332;188;3;429;32;0;0;0;1;590;48;0;0;2620;1601;1019;253;55;1456;423;150;536;1555;59,35114504;3722;2658;71,4132187;-1103;4;18;17;39;19;3;100;96;3350;Х;1088;1608;85;66;6;1176;54492;8564;100;7948;92,8;7411;86,5;Х;134,7;7;46;26;35;11;10;0;1;14;0;6;8;2403;3824;160;1287;2377;20036;205;7258;19400;45;40;5;50;2;174;142;70;32;74;76;4050;124299,598;30691,25877;17672,581;4363,600247;4320;516,1907038;110333;25540,0463;7904,595;82,033;841,227;2616,011;4354,554;359,9991223;360,0002568;380;912,6653966;478,7878998;913,5170304;209,1325581;190,3065929
