Laufende Nummer;Regionalschlьssel;Gde. Schl. Nr.;Vgem-Schl. Nr.;Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
264;9178157;157;130;Zolling;34,5353;197;66,47;14,34;144,44;143,07;2410,23;479,66;83,38;58,01;388,18;3061;4449;4701;2396;53,57726233;5,664194201;88,62188767;136,1030689;311;444;135;352;307;1365;1015;772;50;53;36;53;0;423;401;332;357;44;304;245;134;2;576;36;0;0;0;0;0;0;0;0;818;463;355;87;22;367;209;43;177;580;70,90464548;1994;1756;88,06419258;-1176;0;11;9;14;14;4;52;52;2221;418;3339;278;51;60;2;Х;Х;4546;99,9;4468;98,2;4468;98,2;191;126,6;5;23;8;10;8;6;2;0;13;1;3;9;1218;1996;166;629;1201;10535;63;1761;4488;30;23;7;30;1;72;72;45;8;15;32;2278;86937,298;38163,87094;13834,537;6073,106673;2408;563,8023882;71998;29899,50166;6221,291;52,984;316,069;2729,948;3116,23;300,0056622;300,0009492;349,9999427;1318,628868;793,7660025;1385,095167;151,0472424;44,52726492
265;9179111;111;131;Adelshofen;13,2809;63,71;5,84;4,73;50,09;50,09;944,35;237,33;6,64;15,4;120,95;1094;1571;1621;817;48,17184644;3,182686187;82,37951807;122,063253;81;164;65;120;90;452;392;257;10;14;10;12;2;105;89;93;82;7;64;56;41;0;0;0;0;0;0;0;0;0;0;0;112;72;40;11;Х;76;Х;14;Х;75;66,96428571;692;655;94,65317919;-580;2;7;7;7;8;0;31;29;912;269;442;68;22;15;1;Х;Х;1585;100;1585;100;1585;100;Х;148,7;1;Х;5;6;8;8;0;0;10;0;3;7;496;683;19;182;482;3839;0;0;0;3;3;0;3;0;0;0;0;0;3;Х;768;28418,654;37003,45573;4499,436;5858,640625;828;519,7740113;24550;29649,75845;1347,063;21,146;105,529;204,47;1011,968;310,0131945;309,9964749;300,0010735;837,2050963;313,5916718;895,923555;122,5193508;90,05955335
266;9179113;113;;Alling;21,0198;123,79;2,73;24,25;81,83;81,83;1493,24;337,58;11,23;27,33;234,1;2789;3520;3737;1892;33,99067766;6,164772727;132,6831589;177,7830637;232;368;137;268;175;1063;784;710;33;31;14;23;8;223;313;213;250;63;241;225;102;1;149;10;0;0;0;0;0;0;0;0;753;499;254;131;14;326;145;119;149;609;80,87649402;1458;1314;90,12345679;-705;1;6;9;13;10;1;40;39;755;85;Х;0;48;47;1;Х;Х;3615;100;3549;98,2;3549;98,2;241;127,3;10;153;16;41;11;9;2;0;17;6;2;9;1109;1584;116;402;1066;8310;Х;Х;Х;34;26;8;29;0;0;0;0;Х;4;10;1779;85832,842;48247,80326;17053,225;9585,848791;1734;490,523338;61582;35514,41753;5005,868;41,745;310,442;1774,191;2868,155;320,0076658;320,0004123;330,0001129;1362,511704;838,3508438;1465,1957;0;0
267;9179114;114;131;Althegnenberg;16,0871;60,7;11,08;3,54;56,83;42,65;775,48;676,77;4,46;19,85;132,85;1368;1792;1986;996;45,1754386;10,82589286;85,02175264;123,4307023;121;194;88;152;97;563;437;334;14;11;10;12;-1;161;182;112;106;76;129;98;66;1;132;8;0;0;0;0;0;0;0;0;141;81;60;31;Х;75;18;Х;Х;85;60,28368794;751;697;92,80958722;-612;0;3;1;4;3;0;11;11;394;77;Х;0;23;19;0;0;0;1824;100;1818;99,7;1818;99,7;Х;111,2;2;Х;19;27;6;6;0;0;8;0;2;6;591;809;25;265;519;4316;0;0;0;5;3;2;3;0;0;0;0;0;3;6;829;30289,855;36537,82268;4836,41;5834,028951;903;485,483871;27249;30176,07973;1481,292;19,761;131,113;239,705;1084,32;330,01002;330,0017618;320,0008845;764,3405573;264,9798762;798,8194014;150,8312668;216,8825996
268;9179117;117;;Egenhofen;33,4007;176,72;14,89;6,15;113,94;113,94;2378,55;595,71;24,15;29,96;304,44;2216;3200;3346;1697;50,99277978;4,5625;66,34730539;100,1796407;202;294;128;283;161;957;751;570;32;42;36;32;10;223;220;197;200;20;138;137;97;1;117;9;0;0;0;0;0;0;0;0;446;255;191;55;15;202;60;22;147;300;67,26457399;1388;1243;89,55331412;-943;4;6;16;14;11;3;54;50;1521;230;Х;259;59;44;1;Х;Х;3265;100;3106;95,1;3106;95,1;16;127,5;4;30;11;15;20;20;0;0;21;0;1;20;966;1386;72;388;926;7519;Х;Х;Х;8;7;1;7;1;62;62;60;5;7;26;1558;58757,189;37713,21502;9697,002;6224,006418;1576;492,3461418;47154;29920,05076;3067,159;59,304;261,918;772,758;1963,797;314,9944229;314,9983764;300,0003147;920,239724;473,6054605;1008,635764;164,0570908;148,5995175
269;9179118;118;;Eichenau;6,9903;209,79;0,43;24,07;58,36;55,43;203,86;177,98;5,5;19,04;295,6;9689;11564;11912;5851;22,94354423;3,009339329;1386,123033;1704,148784;667;1049;373;879;499;2922;2460;3063;93;79;115;137;-58;818;1015;786;793;222;698;650;342;3;591;36;0;0;0;0;0;0;0;0;1634;760;874;207;Х;408;445;Х;471;1261;77,17258262;4162;3789;91,03796252;-2528;0;0;0;1;1;0;2;2;0;0;0;0;119;119;1;Х;Х;11697;100;11672;99,8;11672;99,8;Х;113,8;15;52;9;9;11;9;1;1;29;4;11;14;3305;5340;468;1957;2915;25579;Х;Х;Х;28;26;2;33;0;0;0;0;11;64;89;5862;271453,246;46307,27499;55188,468;9414,614125;6031;504,222055;225542;37397,11491;13938,944;3,405;1115,272;3586,985;9211,452;329,9418605;330,0002071;379,9999825;1182,168094;475,1368841;1191,906539;55,1883366;43,22411444
270;9179119;119;;Emmering;10,9471;170,03;6,75;30,02;63,86;54,36;496,21;261,96;24,29;41,59;272,81;5539;6133;6777;3376;22,3506048;10,50057068;505,8447489;618,9041096;401;608;206;555;374;1879;1366;1388;52;60;29;46;14;525;676;465;535;141;250;248;176;2;314;20;0;0;0;0;0;0;0;0;1363;886;477;242;Х;570;352;244;Х;1161;85,17975055;2715;2514;92,59668508;-1353;0;1;0;7;1;2;11;11;Х;0;0;0;92;85;2;Х;Х;6374;99,9;6293;98,7;6293;98,7;334;132,4;12;98;16;35;8;7;0;1;12;2;4;6;1729;3012;287;1244;1481;14096;73;5015;11289;24;21;3;27;0;0;0;0;Х;22;33;3168;125462,243;39602,98074;22629,992;7143,305556;3283;519,6264641;103063;31392,93329;6654,164;10,542;565,59;1679,334;4387,228;290,0137552;290,0000513;355,0000082;999,2737648;458,1075237;1044,607449;95,91620795;113,5793447
271;9179121;121;;Fьrstenfeldbruck, St;32,5253;692,09;59,29;70,64;315,85;248,72;1180,05;802,29;40,75;91,57;1114,5;30338;33379;35708;17355;17,70057354;6,977440906;932,6160467;1097,694436;2046;3012;1098;2787;2309;9775;7184;7497;357;319;317;354;-35;2789;3214;2327;2648;566;1509;1466;868;6;1906;120;1;1081;72;2;2204;160;1;2181;14120;6771;7349;1758;Х;Х;2767;3690;5017;10152;71,898017;13927;9965;71,55166224;187;2;5;6;13;8;1;35;33;1220;251;Х;Х;442;361;14;1962;89194;34299;100;34189;99,7;34189;99,7;3004;150,5;17;89;67;262;60;43;3;14;189;51;88;50;6156;17356;2871;8924;5561;69865;482;29932;56506;205;166;39;197;4;509;408;298;137;377;408;17591;638085,673;36273,41669;107616,412;6117,697232;18128;530,8034669;550370;30360,21624;42642,059;35,082;4281,495;14294,406;23960,781;309,9938146;350,0000817;380,0000187;1203,625917;586,5466862;1208,62349;117,9598245;46,46918636
272;9179123;123;;Germering, GKSt;21,6062;497,57;1,73;73,19;197,73;185,03;870,82;449,66;4,35;65,57;781,53;34968;37724;39387;18916;12,63726836;4,408334217;1618,13975;1822,628413;2208;3172;1151;2699;2360;10770;7508;9519;351;369;364;377;-8;2851;3299;2658;2581;718;1862;1698;923;6;1866;120;1;893;56;2;2291;161;0;0;6600;3182;3418;1227;9;1277;1814;1745;1755;4415;66,89393939;15165;12983;85,61160567;-8568;0;3;9;13;4;1;30;30;531;123;Х;Х;423;339;7;678;38615;38357;100;38346;100;38346;100;2257;133;24;89;27;111;26;19;3;4;57;0;34;23;6716;19139;3255;9783;6101;76535;357;25171;51068;151;125;26;161;2;205;200;143;37;256;242;20198;768668,063;38056,64239;135436,574;6705,444797;20518;543,0915828;653018;31826,59129;44051,959;29,096;4694,545;11120,895;28084,675;335,0143926;349,9998882;329,9999883;1130,377948;546,8419594;1189,606605;127,5485212;103,2501681
273;9179125;125;132;Grafrath;14,431;134,96;2,89;10,25;61,79;55,1;426,34;703,86;12,46;90,55;210,12;2861;3618;3791;1839;32,50611674;4,781647319;198,2674983;262,7165627;215;358;128;286;165;995;823;821;32;36;42;42;-6;377;386;344;329;57;195;186;123;1;274;18;0;0;0;0;0;0;0;0;575;244;331;87;Х;123;153;Х;210;454;78,95652174;1279;1158;90,53948397;-704;0;1;0;2;3;1;7;7;537;Х;0;Х;52;33;0;0;0;3652;99,6;3617;98,6;3617;98,6;623;137,3;2;Х;13;23;10;8;1;1;13;1;4;8;1119;1721;137;572;1012;8662;0;0;0;15;14;1;20;1;85;85;96;12;18;38;1827;101489,392;55549,74932;21577,323;11810,24795;1775;494,7045708;64505;36340,84507;3896,053;10,305;374,466;736,031;2766,331;250;329,9986781;379,9991607;1027,982322;331,7741425;1040,843799;48,05715826;38,4338511
274;9179126;126;;Grцbenzell;6,3571;375,73;0,28;24,43;84,46;68,78;108,96;11,33;4,16;26,36;489,41;17504;19079;19780;9570;13,00274223;3,674196761;2752,201258;3110,062893;999;1708;589;1342;913;5145;4155;4929;160;152;178;179;-27;1473;1443;1283;1371;72;1020;919;502;3;674;42;0;0;0;1;1118;81;0;0;3623;1784;1839;711;11;581;1453;719;859;2838;78,33287331;7151;6370;89,07845057;-3532;1;1;1;0;0;0;3;2;0;0;0;0;215;228;2;Х;Х;19341;100;19309;99,8;19309;99,8;Х;113,9;13;93;25;55;20;13;3;4;62;29;11;22;5291;9316;972;3644;4700;43662;72;4846;16977;63;58;5;66;2;173;164;103;17;80;106;10086;463803,052;45984,83561;92217,275;9143,096867;10064;515,7851579;377356;37495,62798;24622,756;1,781;1886,364;6579,879;16119,214;250,1404494;309,9997535;330,0000119;1245,523598;598,9397542;1325,17578;15,69270114;35,7086227
275;9179128;128;131;Hattenhofen;7,1731;50,61;8,84;10;43,56;28,59;467,67;120,57;1,71;14,35;113,46;1090;1377;1530;773;40,36697248;11,11111111;152,0223152;213,3891213;96;122;47;129;83;431;356;266;15;13;10;9;4;142;127;121;81;46;62;56;42;1;113;7;0;0;0;0;0;0;0;0;117;56;61;17;3;34;48;Х;Х;73;62,39316239;661;617;93,34341906;-544;0;3;4;5;2;2;16;16;463;Х;Х;Х;10;13;0;0;0;1425;100;1421;99,7;1421;99,7;Х;130,7;4;8;0;2;7;7;0;0;7;-1;1;7;416;640;33;210;397;3255;Х;Х;Х;5;4;1;6;0;0;0;0;0;8;11;718;25462,182;35462,64903;3858,025;5373,293872;762;552,5743292;22581;29633,85827;1301,6;12,595;92,158;282,711;909,316;300,0238209;300,0032553;330,0003799;871,8017415;353,8533155;919,513061;167,5735901;198,4756757
276;9179130;130;131;Jesenwang;15,2979;59,06;29,62;3,35;63,77;58,85;840,77;510,04;3,34;19,84;136,65;1044;1486;1529;716;46,4559387;2,893674293;68,23529412;99,93464052;87;140;52;119;64;419;320;328;13;7;35;39;-32;116;144;81;86;58;62;43;29;1;179;13;0;0;0;0;0;0;0;0;316;188;128;38;0;132;101;8;75;255;80,69620253;579;518;89,46459413;-263;0;5;8;6;5;0;24;24;740;205;Х;0;15;15;1;Х;Х;1501;100;1490;99,3;1490;99,3;Х;144,2;2;Х;5;10;3;3;0;0;4;1;-1;4;412;607;34;158;415;3265;Х;Х;Х;6;6;0;9;1;108;100;81;9;5;26;733;26114,713;35627,16644;4060,254;5539,227831;774;504,5632334;22276;28780,36176;1395,927;21,583;101,571;318,964;949,558;310,011491;309,998474;320,0001663;924,4549669;398,610596;983,8059603;158,485906;165,1177645
277;9179131;131;132;Kottgeisering;8,2108;60,1;0,79;2,8;37,84;28,46;514,12;183,7;6,84;14,89;101,97;1296;1585;1564;751;20,67901235;-1,324921136;157,8562728;190,499391;93;151;47;129;71;394;351;328;15;11;8;19;-8;78;121;87;134;-13;88;67;40;0;0;0;0;0;0;0;0;0;0;0;58;36;22;9;Х;Х;Х;15;Х;37;63,79310345;577;556;96,36048527;-519;0;1;2;4;3;0;10;10;471;98;Х;Х;14;11;0;0;0;1612;100;1592;98,8;1592;98,8;Х;119;3;4;3;3;1;1;0;0;2;0;1;1;491;692;22;218;452;3698;Х;Х;Х;0;0;0;0;0;0;0;0;Х;Х;Х;745;32277,429;43325,40805;6249,474;8388,555705;735;461,393597;26847;36526,53061;1288,019;11,707;139,087;48,069;1085,093;300,0256279;309,9984398;379,9916834;809,565682;151,4003771;829,1709617;157,2299937;178,8946372
278;9179132;132;131;Landsberied;10,5355;46,02;46,24;5,36;38,21;38,21;494,5;410,57;0,39;12,26;90,73;849;1435;1533;767;80,56537103;6,829268293;80,55028463;145,4459203;95;159;45;140;66;452;337;239;12;18;10;5;13;94;136;81;80;56;83;70;51;0;0;0;0;0;0;0;0;0;0;0;140;83;57;13;Х;64;37;8;Х;89;63,57142857;639;588;92,01877934;-499;0;4;1;4;4;0;13;13;559;234;0;Х;19;13;1;Х;Х;1420;100;1416;99,7;1416;99,7;632;137;4;28;11;14;7;6;0;1;13;0;3;10;439;621;13;184;424;3340;0;0;0;2;1;1;1;0;0;0;0;Х;Х;4;704;30077,262;42723,38352;5079,191;7214,759943;762;507,661559;25918;34013,12336;1463,688;15,322;104,745;262,217;1076,658;300,019581;300;300;990,3166441;404,1738836;1069,407984;27,85093168;63,9863388
279;9179134;134;;Maisach;53,4362;404,89;27,38;153,6;379,86;215,42;3726,69;548,93;37,35;64,92;966,82;10007;12699;13608;6666;35,98481063;7,15804394;187,2567365;254,6407186;800;1175;445;1129;766;3796;2941;2556;126;131;101;110;21;1032;1075;811;902;173;724;650;369;3;705;53;1;1002;61;0;0;0;0;0;3965;2493;1472;699;38;1342;1617;467;501;3258;82,16897856;5652;4945;87,49115357;-1687;1;7;14;38;12;9;81;80;4350;816;2011;64;129;131;13;1240;53048;12962;100;12732;98,2;12732;98,2;836;139,7;13;126;43;163;35;34;1;0;46;3;10;33;3541;6196;504;2524;3168;29638;Х;Х;Х;39;32;7;41;0;0;0;0;23;58;79;6519;255138,815;39137,72281;44131,871;6769,730173;6853;531,4050868;221160;32271,99767;15600,156;71,965;1234,799;4864,03;9400,247;289,9943585;289,9998356;360,0000852;1155,567111;585,112;1203,404741;0;0,35070454
280;9179136;136;131;Mammendorf;21,2146;140,11;28,18;22,71;118,92;99,51;1400,18;358,27;28,94;24,15;302,26;2593;4569;4712;2391;81,72001543;3,1297877;122,2536539;222,1593588;265;409;181;478;286;1328;1091;674;36;48;32;46;2;471;333;387;361;-28;223;201;113;2;441;32;0;0;0;0;0;0;0;0;1278;786;492;174;Х;602;401;Х;178;1006;78,71674491;2019;1747;86,52798415;-741;0;5;8;5;7;3;28;28;1165;268;1799;0;55;57;3;247;8501;4583;100;4515;98,5;4515;98,5;145;136,9;9;125;28;32;22;18;2;2;35;4;6;25;1199;2059;181;729;1149;10085;Х;Х;Х;26;24;2;30;0;0;0;0;Х;13;18;2306;90906,91;39421,90373;15597,759;6763,989159;2492;542,5647725;78095;31338,2825;5454,474;29,689;350,246;1738,87;3323,276;269,9981812;269,9994604;320,0001456;1152,434819;658,5079231;1263,665117;0,31311828;0
281;9179137;137;131;Mittelstetten;18,624;79,23;4,72;52,52;64,4;64,4;1244,02;388,19;6,76;22,56;199,38;1294;1641;1683;829;30,0618238;2,559414991;69,49516649;90,38668099;94;153;59;117;91;442;408;319;13;16;13;12;4;114;100;99;92;8;87;76;37;0;0;0;0;0;0;0;0;0;0;0;134;91;43;18;4;40;29;Х;Х;81;60,44776119;662;609;91,9939577;-528;0;7;8;10;6;1;32;32;731;175;Х;119;17;16;0;0;0;1646;100;1630;99;1630;99;Х;136,5;6;41;9;9;4;3;1;0;5;0;1;4;528;703;22;176;505;4038;0;0;0;3;3;0;3;0;0;0;0;Х;5;11;785;28849,953;36751,53248;4709,716;5999,638217;810;476,1904762;23810;29395,06173;1365,213;27,67;107,327;255,72;966,557;300,0108425;299,9972048;349,9994535;819,9477477;308,2684685;850,0540541;178,1956522;184,9760766
282;9179138;138;;Moorenweis;45,4469;180,06;30,65;9,19;151,76;151,76;2835,13;1280,27;17,81;39,82;370,16;2900;3835;4009;2059;38,24137931;4,537157757;63,80638064;88,20682068;250;400;142;310;203;1146;901;657;40;45;30;32;13;238;231;202;167;64;253;169;97;2;307;25;0;0;0;0;0;0;0;0;690;317;373;36;6;252;157;112;163;466;67,53623188;1665;1441;86,54654655;-975;2;15;15;24;18;2;76;74;2790;555;2553;208;31;29;0;0;0;3868;100;3825;98,9;3825;98,9;Х;140,2;10;61;21;37;14;11;3;0;22;0;8;14;1186;1681;76;454;1151;9258;Х;Х;Х;12;9;3;11;0;0;0;0;3;4;6;1868;71772,429;38422,0712;11378,965;6091,523019;1979;510,7096774;61434;31042,95099;3610,476;57,365;278,065;800,355;2468,811;279,9931667;295,0010079;319,9998142;909,8981855;414,8850806;978,3984375;111,7323726;122,9969481
283;9179140;140;131;Oberschweinbach;7,2356;51,75;0,32;1,83;30,76;30,76;509,94;116,5;2,4;10,06;84,92;1002;1593;1707;828;70,35928144;7,156308851;138,3977901;235,7734807;101;154;55;126;93;478;366;334;14;12;33;36;-24;169;153;117;106;47;80;64;46;1;223;19;0;0;0;0;0;0;0;0;238;101;137;49;Х;26;Х;Х;145;199;83,61344538;705;666;94,46808511;-467;2;1;2;4;1;0;10;8;Х;Х;0;Х;27;12;0;0;0;1645;100;1642;99,8;1642;99,8;Х;109,9;6;21;0;0;9;5;3;1;16;1;6;9;460;667;39;170;458;3604;0;0;0;4;4;0;4;1;132;123;75;15;14;39;780;30346,124;38905,28718;5109,361;6550,462821;839;516,6256158;26428;31499,40405;1397,353;10,501;135,409;142,308;1103,74;350,0333333;350,0025848;314,9995051;823,910967;228,3466981;850,4510613;108,4460606;168,3258026
284;9179142;142;;Olching, St;29,9245;477,07;32,99;108,33;257,51;208,54;1649,43;283,66;86,37;97,09;872,44;20062;24751;26825;13119;33,71049746;8,379459416;670,5213904;896,5574866;1684;2338;775;1804;1496;7916;5648;5164;261;257;230;242;15;2090;2299;1946;1849;450;1530;1417;782;4;1220;77;0;0;0;1;997;72;0;0;4354;2148;2206;847;23;1088;1694;635;914;2899;66,58245292;11247;9796;87,0987819;-6897;1;8;4;9;7;3;32;31;458;92;157;0;279;314;5;274;8194;25564;98,8;25580;98,9;25580;98,9;Х;113,8;27;236;55;82;71;61;1;9;192;71;51;70;5981;12614;1780;5665;5169;54612;229;19509;34962;137;105;32;133;2;197;182;154;44;130;176;13092;524855,408;40089,78063;94370,404;7208,249618;13833;552,9218962;465697;33665,65459;29290,429;35,508;2375,858;7304,578;19527,591;310,0052383;309,9999217;349,9999403;1103,05148;468,2086691;1147,400768;115,4434969;131,8855712
285;9179145;145;;Puchheim;12,234;323,51;7,88;58,06;102;95,57;605,88;72,57;6,28;47,22;498,87;18074;19613;21111;10212;16,80314264;7,637791261;1477,841374;1726,165168;1366;1911;647;1497;1096;5629;4005;4960;203;209;171;195;14;1641;1870;1526;1457;413;1392;1151;659;4;1229;74;1;878;59;1;1031;71;0;0;5601;3141;2460;887;8;1839;2123;864;767;4812;85,91322978;7496;6713;89,55442903;-1901;1;2;5;8;2;0;18;17;220;Х;Х;Х;200;221;15;825;40226;20345;100;20324;99,9;20324;99,9;4028;114,1;14;48;15;29;12;9;0;3;28;6;13;9;4503;9728;1338;4239;4151;42885;336;26403;55129;84;75;9;99;1;130;127;121;23;150;137;10114;396123,932;39165,90192;70056,513;6926,687067;10438;527,9983813;337235;32308,39241;28469,06;16,273;2114,204;11509,307;14784,012;320,0196657;319,9998789;350;1372,465892;859,2605698;1441,041942;0;0
286;9179147;147;132;Schцngeising;12,8654;52,64;0,98;4,08;62,6;47,5;358,91;772,08;22,27;12,98;121,48;1529;1842;1845;945;20,66710268;0,16286645;118,8034188;143,3566434;98;170;57;145;68;465;435;407;13;16;12;16;0;104;98;108;139;-41;87;113;48;0;0;0;0;0;0;0;0;0;0;0;181;104;77;16;Х;88;23;25;Х;137;75,69060773;677;633;93,50073855;-496;0;1;0;0;1;2;4;4;Х;Х;Х;0;27;19;0;0;0;1887;100;1873;99,3;1873;99,3;115;124,9;1;Х;2;5;1;1;0;0;1;0;0;1;570;830;56;277;497;4248;0;0;0;10;9;1;13;0;0;0;0;0;Х;8;908;38106,415;41967,4174;6950,811;7655,078194;931;493,6373277;31114;33419,97852;1587,8;10,744;144,384;167,122;1260,59;300,0279252;300;350,0025393;855,4956897;226,2478448;884,09375;175,0915828;174,2481442
287;9179149;149;;Tьrkenfeld;15,9499;120,73;15,87;6,36;69,52;58,4;863,42;433,99;11,38;73,72;210,63;2654;3591;3780;1908;42,426526;5,263157895;166,3949843;236,9905956;221;317;146;324;194;1044;883;651;37;27;30;17;10;197;222;165;178;44;184;150;102;2;251;24;0;0;0;0;0;0;0;0;530;302;228;71;Х;267;124;Х;91;354;66,79245283;1527;1351;88,47413229;-997;0;7;3;6;6;0;22;22;788;236;0;Х;33;23;3;114;5207;3679;100;3601;97,9;3601;97,9;Х;111,7;10;136;8;9;8;7;0;1;17;4;5;8;1081;1650;111;569;970;8321;Х;Х;Х;15;13;2;15;0;0;0;0;0;8;20;1806;70400,785;38981,60853;12621,875;6988,856589;1899;517,579722;61273;32265,92944;3669,402;19,646;294,586;866,672;2477,813;299,9847305;300,0010184;319,9997763;980,861267;466,2544774;1054,300722;64,26037429;81,74711409
288;9180112;112;;Bad Kohlgrub;32,5765;111,07;1,24;5,08;74,34;63,31;1382,25;1639,94;17,23;26,5;192,55;1987;2361;2689;1330;35,32964268;13,89241847;60,9883364;82,53529773;158;236;79;227;159;686;573;571;26;30;33;19;11;404;346;357;268;78;80;67;45;2;243;17;0;0;0;0;0;0;0;0;363;153;210;51;3;45;176;62;77;185;50,96418733;922;744;80,69414317;-559;0;15;18;17;4;0;54;54;1327;572;9;62;35;31;0;0;0;2472;100;2246;90,9;2246;90,9;Х;150,7;4;9;9;10;8;7;1;0;9;0;3;6;637;1358;217;598;543;6034;1082;50222;140836;9;6;3;6;0;0;0;0;4;18;13;1150;32890,44;28600,38261;4481,047;3896,562609;1074;424,3382062;26035;24241,15456;1969,819;25,835;504,636;299,95;1057,085;350,0203225;450,0013376;350,0015047;745,5787282;315,168433;696,7490537;337,4491393;348,1477491
289;9180113;113;133;Bad Bayersoien;17,6692;56,01;3,6;6,57;44,39;44,39;1001,2;592,61;48,51;14,03;110,57;993;1110;1186;601;19,43605237;6,846846847;56,19694397;67,11941143;63;74;31;100;77;301;288;252;8;10;8;11;-1;81;143;67;83;60;50;29;19;1;40;2;0;0;0;0;0;0;0;0;205;94;111;30;0;30;126;14;35;128;62,43902439;412;335;81,31067961;-207;2;4;17;11;1;0;35;33;1106;488;4;100;16;13;0;0;0;1091;99,5;1032;94,2;1032;94,2;122;150,7;3;17;7;10;3;0;2;1;7;1;4;2;305;604;91;258;255;2718;541;15217;63527;6;4;2;4;0;0;0;0;7;9;6;592;16902,925;28552,23818;2309,967;3901,971284;537;461,3402062;12037;22415,27002;871,35;17,806;189,34;107,598;521,506;479,9460916;479,9979719;359,9994666;750,5167959;263,4409991;689,0353144;339,7196766;329,5261757
290;9180114;114;136;Eschenlohe;55,0442;64,34;2,28;6,75;100,57;94,62;1260,38;3019,99;62,61;987,5;173,69;1391;1528;1569;773;12,79654925;2,683246073;25,27252907;28,5065407;73;125;55;125;76;388;354;373;10;15;24;22;-7;175;120;146;107;13;62;56;35;1;54;3;0;0;0;0;0;0;0;0;410;274;136;68;Х;206;135;10;Х;303;73,90243902;609;502;82,43021346;-199;0;6;9;10;1;1;27;27;957;559;Х;176;11;21;3;Х;Х;1524;97,9;1488;95,6;1488;95,6;Х;152,8;2;Х;0;0;0;0;0;0;0;0;0;0;363;728;84;356;288;3225;218;6868;13577;10;6;4;8;1;80;78;30;36;43;65;721;26596,997;36889,03883;4354,093;6038,963939;708;458,2524272;18736;26463,27684;2435,541;20,208;241,396;1338,942;831,669;499,9505195;420,0017399;350;1541,481646;1233,597468;1596,234177;111,0122818;95,42674344
291;9180115;115;135;Ettal;14,7452;40,84;1,37;1,42;39,44;39,44;402;913,01;43,45;32,99;83,31;911;750;789;437;-13,39187706;5,2;61,76271186;53,49152542;28;51;37;132;39;191;178;133;5;5;5;10;-5;109;103;132;97;6;30;23;14;0;0;0;0;0;0;1;310;35;0;0;340;161;179;81;Х;37;143;Х;149;214;62,94117647;295;170;57,62711864;44;0;4;7;4;0;1;16;16;302;98;Х;169;11;6;0;0;0;793;99,7;781;98,2;781;98,2;530;152;2;Х;0;0;0;0;0;0;0;0;0;0;156;344;67;138;139;1538;605;42396;94504;15;13;2;18;0;0;0;0;0;7;Х;354;11335,583;32021,4209;1435,398;4054,79661;350;446,4285714;7792;22262,85714;582,714;5,652;60,448;83,824;330,399;249,9778859;250,0020679;299,9975863;721,1806931;317,6509901;676,480198;383,8325123;370,4486692
292;9180116;116;;Farchant;25,7631;87,15;1,68;15,15;54,48;48,28;466,59;1704,13;38,26;208,87;159,31;3220;3651;3655;1763;13,50931677;0,109559025;125;141,886646;165;290;125;281;189;980;779;846;29;29;34;27;2;260;261;287;232;29;119;105;80;1;117;7;0;0;0;0;0;0;0;0;677;342;335;86;Х;242;198;Х;162;464;68,53766617;1396;1183;84,74212034;-719;4;10;7;4;0;0;25;21;336;124;Х;514;42;35;2;Х;Х;3649;100;3643;99,8;3643;99,8;325;150,9;12;57;1;1;0;0;0;0;0;0;0;0;754;1968;356;1075;537;7664;285;11446;37773;9;8;1;10;0;0;0;0;7;29;31;1878;59580,589;31725,55325;8827,948;4700,717785;1821;494,4338854;45773;25136,18891;3742,838;14,269;614,75;1075,619;1968,318;389,9699371;390,0005075;380,0004508;1025,997259;535,5427632;1000,201754;210,4886457;182,3675497
